orbit_id,start_n,odd_step_index,is_terminal,n,A,B,C,D,a11,a13,a31,a33,n_mod_3,n_mod_4,n_mod_8,n_mod_16,n_mod_32,n_mod_64,actual_mode,actual_next,actual_direction,missing_down_count,missing_up_count,best_hidden_value,best_hidden_mode,reset_value,sheet_alternative,actual_sheet,alternate_sheet,reset_ratio_num,reset_ratio_den,delta_reset_log2,hidden_ratio_num,hidden_ratio_den,delta_hidden_log2,cum_reset_deficit_before,cum_reset_deficit_after,cum_hidden_deficit_before,cum_hidden_deficit_after,height_g,epsilon,eta,cum_height_g
NAMED_97,97,27,0,719,45,361,1079,135,4,1,1,4,2,3,7,15,15,15,"(3,1)",1079,UP,3,0,45,A,45,135,NON3,MULT3,1079,45,4.5836260531583415,1079,45,4.5836260531583415,61.60311840793757,66.18674446109591,81.4129050013768,85.99653105453514,0.5856311890487191,-0.5849625007211561,0.0006686883275628174,3.47556630730089
NAMED_97,97,28,0,1079,135,541,1619,405,3,1,1,3,2,3,7,7,23,55,"(3,1)",1619,UP,3,0,135,A,135,405,NON3,MULT3,1619,135,3.584071673251736,1619,135,3.584071673251736,66.18674446109591,69.77081613434765,85.99653105453514,89.58060272778688,0.585408120814549,-0.5849625007211561,0.0004456200933928937,4.060974428115439
NAMED_97,97,29,0,1619,405,811,2429,1215,2,1,1,2,2,3,3,3,19,19,"(3,1)",2429,UP,3,0,405,A,405,1215,NON3,MULT3,2429,405,2.5843686768638765,2429,405,2.5843686768638765,69.77081613434765,72.35518481121153,89.58060272778688,92.16497140465076,0.5852595043332991,-0.5849625007211561,0.0002970036121428721,4.646233932448738
NAMED_97,97,30,0,2429,1215,19,911,3645,1,7,3,1,2,1,5,13,29,61,"(3,1)",911,FOLD,2,1,19,B,1215,3645,NON3,MULT3,911,1215,-0.41543335469109266,911,19,5.583379730358466,72.35518481121153,71.93975145652044,92.16497140465076,97.74835113500922,-1.4148395308338142,1.415037499278844,0.00019796844502952557,3.2313944016149243
NAMED_97,97,31,0,911,57,457,1367,171,4,1,1,4,2,3,7,15,15,15,"(3,1)",1367,UP,3,0,57,A,57,171,NON3,MULT3,1367,57,4.583907513441318,1367,57,4.583907513441318,71.93975145652044,76.52365896996176,97.74835113500922,102.33225864845053,0.5854902838040092,-0.5849625007211561,0.000527783082853132,3.8168846854189336
NAMED_97,97,32,0,1367,171,685,2051,513,3,1,1,3,2,3,7,7,23,23,"(3,1)",2051,UP,3,0,171,A,171,513,NON3,MULT3,2051,171,3.584259261593954,2051,171,3.584259261593954,76.52365896996176,80.10791823155571,102.33225864845053,105.91651791004449,0.5853142488737921,-0.5849625007211561,0.0003517481526356517,4.402198934292725
NAMED_97,97,33,0,2051,513,1027,3077,1539,2,1,1,2,2,3,3,3,3,3,"(3,1)",3077,UP,3,0,513,A,513,1539,NON3,MULT3,3077,513,2.5844937127264913,3077,513,2.5844937127264913,80.10791823155571,82.69241194428221,105.91651791004449,108.50101162277099,0.5851969518536928,-0.5849625007211561,0.0002344511325365936,4.987395886146418
NAMED_97,97,34,0,3077,1539,385,577,4617,1,3,4,1,2,1,5,5,5,5,"(3,1)",577,FOLD,2,1,385,B,1539,4617,NON3,MULT3,577,1539,-1.4153500076827275,577,385,0.5837128730632184,82.69241194428221,81.27706193659948,108.50101162277099,109.08472449583421,-2.4148812196880622,2.415037499278844,0.000156279590781616,2.5725146664583556
NAMED_97,97,35,0,577,289,145,433,867,1,2,2,1,1,1,1,1,1,1,"(3,1)",433,FOLD,2,1,145,B,289,867,NON3,MULT3,433,289,0.5832975322260463,433,145,1.57831412471179,81.27706193659948,81.86035946882552,109.08472449583421,110.663038620546,-0.41420429391875757,0.4150374992788439,0.0008332053600863418,2.158310372539598
NAMED_97,97,36,0,433,217,109,325,651,1,2,2,1,1,1,1,1,17,49,"(3,1)",325,FOLD,2,1,109,B,217,651,NON3,MULT3,325,217,0.5827446754713366,325,109,1.57611158313889,81.86035946882552,82.44310414429685,110.663038620546,112.2391502036849,-0.41392730681090817,0.4150374992788439,0.0011101924679357003,1.7443830657286898
NAMED_97,97,37,0,325,163,41,61,489,1,3,4,1,1,1,5,5,5,5,"(3,1)",61,FOLD,2,1,41,B,163,489,NON3,MULT3,61,163,-1.4179908166681905,61,41,0.5731853329448029,82.44310414429685,81.02511332762866,112.2391502036849,112.8123355366297,-2.4135585703529303,2.415037499278844,0.0014789289259132977,-0.6691755046242405
NAMED_97,97,38,0,61,31,1,23,93,1,6,3,1,1,1,5,13,29,61,"(3,1)",23,FOLD,2,1,1,B,31,93,NON3,MULT3,23,31,-0.43063435432986186,23,1,4.523561956057013,81.02511332762866,80.59447897329879,112.8123355366297,117.33589749268671,-1.4071753815058734,1.415037499278844,0.007862117772970424,-2.076350886130114
NAMED_97,97,39,0,23,3,13,35,9,3,1,1,3,2,3,7,7,23,23,"(3,1)",35,UP,3,0,3,A,3,9,NON3,MULT3,35,3,3.5443205162238103,35,3,3.5443205162238103,80.59447897329879,84.1387994895226,117.33589749268671,120.88021800891052,0.6057210608879537,-0.5849625007211561,0.020758560166797495,-1.4706298252421601
NAMED_97,97,40,0,35,9,19,53,27,2,1,1,2,2,3,3,3,3,35,"(3,1)",53,UP,3,0,9,A,9,27,NON3,MULT3,53,9,2.5579954531208866,53,9,2.5579954531208866,84.1387994895226,86.69679494264348,120.88021800891052,123.4382134620314,0.5986374376182326,-0.5849625007211561,0.013674936897076493,-0.8719923876239275
NAMED_97,97,41,0,53,27,7,5,81,1,3,5,1,2,1,5,5,21,53,"(3,1)",5,FOLD,2,1,7,B,27,81,NON3,MULT3,5,27,-2.432959407276106,5,7,-0.485426827170242,86.69679494264348,84.26383553536738,123.4382134620314,122.95278663486116,-3.405992359675837,3.415037499278844,0.009045139603006985,-4.277984747299764
NAMED_97,97,42,0,5,3,1,1,9,1,3,4,1,2,1,5,5,5,5,"(3,1)",1,FOLD,2,1,1,B,3,9,NON3,MULT3,1,3,-1.584962500721156,1,1,0.0,84.26383553536738,82.67887303464622,122.95278663486116,122.95278663486116,-2.321928094887362,2.415037499278844,0.09310940439148145,-6.599912842187127
NAMED_97,97,43,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,"(3,1)",1,BOUNDARY,0,1,1,A,1,3,NON3,MULT3,1,1,0.0,1,1,0.0,82.67887303464622,82.67887303464622,122.95278663486116,122.95278663486116,0.0,0.0,0.0,-6.599912842187127
NAMED_871,871,0,0,871,109,437,1307,327,3,1,1,3,1,3,7,7,7,39,"(3,1)",1307,UP,3,0,109,A,109,327,NON3,MULT3,1307,109,3.583859101018507,1307,109,3.583859101018507,0.0,3.583859101018507,0.0,3.583859101018507,0.5855145171965686,-0.5849625007211561,0.0005520164754123741,0.5855145171965686
NAMED_871,871,1,0,1307,327,655,1961,981,2,1,1,2,2,3,3,11,27,27,"(3,1)",1961,UP,3,0,327,A,327,981,NON3,MULT3,1961,327,2.584226994694067,1961,327,2.584226994694067,3.583859101018507,6.168086095712574,3.583859101018507,6.168086095712574,0.5853303943967156,-0.5849625007211561,0.00036789367555966707,1.1708449115932842
NAMED_871,871,2,0,1961,981,491,1471,2943,1,2,2,1,2,1,1,9,9,41,"(3,1)",1471,FOLD,2,1,491,B,981,2943,NON3,MULT3,1471,981,0.5844722050355919,1471,491,1.5830023169401386,6.168086095712574,6.7525583007481655,6.168086095712574,7.751088412652712,-0.414792288937319,0.4150374992788439,0.0002452103415250114,0.7560526226559652
NAMED_871,871,3,0,1471,23,737,2207,69,6,1,1,6,1,3,7,15,31,63,"(3,1)",2207,UP,3,0,23,A,23,69,NON3,MULT3,2207,23,6.584308958222601,2207,23,6.584308958222601,6.7525583007481655,13.336867258970766,7.751088412652712,14.335397370875313,0.5852893830247841,-0.5849625007211561,0.00032688230362787986,1.3413420056807492
NAMED_871,871,4,0,2207,69,1105,3311,207,5,1,1,5,2,3,7,15,31,31,"(3,1)",3311,UP,3,0,69,A,69,207,NON3,MULT3,3311,69,5.584526838618831,3311,69,5.584526838618831,13.336867258970766,18.921394097589598,14.335397370875313,19.919924209494145,0.5851803811173852,-0.5849625007211561,0.00021788039622917582,1.9265223867981345
NAMED_871,871,5,0,3311,207,1657,4967,621,4,1,1,4,2,3,7,15,15,47,"(3,1)",4967,UP,3,0,207,A,207,621,NON3,MULT3,4967,207,4.584672073937912,4967,207,4.584672073937912,18.921394097589598,23.50606617152751,19.919924209494145,24.504596283432058,0.5851077360402388,-0.5849625007211561,0.00014523531908251514,2.5116301228383735
NAMED_871,871,6,0,4967,621,2485,7451,1863,3,1,1,3,2,3,7,7,7,39,"(3,1)",7451,UP,3,0,621,A,621,1863,NON3,MULT3,7451,621,3.5847688893619587,7451,621,3.5847688893619587,23.50606617152751,27.090835060889468,24.504596283432058,28.089365172794018,0.5850593161452027,-0.5849625007211561,9.68154240467044e-05,3.096689438983576
NAMED_871,871,7,0,7451,1863,3727,11177,5589,2,1,1,2,2,3,3,11,27,27,"(3,1)",11177,UP,3,0,1863,A,1863,5589,NON3,MULT3,11177,1863,2.58483342936872,11177,1863,2.58483342936872,27.090835060889468,29.67566849025819,28.089365172794018,30.67419860216274,0.585027040727917,-0.5849625007211561,6.454000676082042e-05,3.6817164797114934
NAMED_871,871,8,0,11177,5589,2795,8383,16767,1,2,2,1,2,1,1,9,9,41,"(3,1)",8383,FOLD,2,1,2795,B,5589,16767,NON3,MULT3,8383,5589,0.5848764544359248,8383,2795,1.584618346368167,29.67566849025819,30.260544944694114,30.67419860216274,32.25881694853091,-0.4149944742116385,0.4150374992788439,4.302506720546012e-05,3.266722005499855
NAMED_871,871,9,0,8383,131,4193,12575,393,6,1,1,6,1,3,7,15,31,63,"(3,1)",12575,UP,3,0,131,A,131,393,NON3,MULT3,12575,131,6.584847778042802,12575,131,6.584847778042802,30.260544944694114,36.84539272273692,32.25881694853091,38.84366472657371,0.5850198654815322,-0.5849625007211561,5.736476037606886e-05,3.851741870981387
NAMED_871,871,10,0,12575,393,6289,18863,1179,5,1,1,5,2,3,7,15,31,31,"(3,1)",18863,UP,3,0,393,A,393,1179,NON3,MULT3,18863,393,5.584886019949231,18863,393,5.584886019949231,36.84539272273692,42.43027874268615,38.84366472657371,44.42855074652294,0.585000742627585,-0.5849625007211561,3.824190642848728e-05,4.436742613608972
NAMED_871,871,11,0,18863,1179,9433,28295,3537,4,1,1,4,2,3,7,15,15,47,"(3,1)",28295,UP,3,0,1179,A,1179,3537,NON3,MULT3,28295,1179,4.5849115139903684,28295,1179,4.5849115139903684,42.43027874268615,47.01519025667652,44.42855074652294,49.01346226051331,0.5849879947622931,-0.5849625007211561,2.549404113703429e-05,5.021730608371265
NAMED_871,871,12,0,28295,3537,14149,42443,10611,3,1,1,3,2,3,7,7,7,7,"(3,1)",42443,UP,3,0,3537,A,3537,10611,NON3,MULT3,42443,3537,3.584928509767513,42443,3537,3.584928509767513,47.01519025667652,50.600118766444034,49.01346226051331,52.59839077028082,0.5849794964983017,-0.5849625007211561,1.6995777145863723e-05,5.606710104869567
NAMED_871,871,13,0,42443,10611,21223,63665,31833,2,1,1,2,2,3,3,11,11,11,"(3,1)",63665,UP,3,0,10611,A,10611,31833,NON3,MULT3,63665,10611,2.5849398401743784,63665,10611,2.5849398401743784,50.600118766444034,53.18505860661841,52.59839077028082,55.1833306104552,0.584973831128021,-0.5849625007211561,1.1330406864876175e-05,6.191683935997588
NAMED_871,871,14,0,63665,31833,15917,47749,95499,1,2,2,1,2,1,1,1,17,49,"(3,1)",47749,FOLD,2,1,15917,B,31833,95499,NON3,MULT3,47749,31833,0.5849473937295198,47749,15917,1.584902073703729,53.18505860661841,53.770006000347934,55.1833306104552,56.76823268415893,-0.4150299457237032,0.4150374992788439,7.55355514091311e-06,5.776653990273885
NAMED_871,871,15,0,47749,23875,5969,8953,71625,1,3,4,1,1,1,5,5,5,5,"(3,1)",8953,FOLD,2,1,5969,B,23875,71625,NON3,MULT3,8953,23875,-1.4150576417585956,8953,5969,0.5848819324894379,53.770006000347934,52.35494835858934,56.76823268415893,57.35311461664837,-2.415027427933509,2.415037499278844,1.0071345335140957e-05,3.361626562340376
NAMED_871,871,16,0,8953,4477,2239,6715,13431,1,2,2,1,1,1,1,9,25,57,"(3,1)",6715,FOLD,2,1,2239,B,4477,13431,NON3,MULT3,6715,4477,0.584855081411261,6715,2239,1.5845328714622067,52.35494835858934,52.9398034400006,57.35311461664837,58.93764748811058,-0.4149837866244366,0.4150374992788439,5.371265440742747e-05,2.9466427757159392
NAMED_871,871,17,0,6715,1679,3359,10073,5037,2,1,1,2,1,3,3,11,27,59,"(3,1)",10073,UP,3,0,1679,A,1679,5037,NON3,MULT3,10073,1679,2.584819283860872,10073,1679,2.584819283860872,52.9398034400006,55.52462272386148,58.93764748811058,61.52246677197145,0.5850341144830973,-0.5849625007211561,7.161376194118252e-05,3.5316768901990363
NAMED_871,871,18,0,10073,5037,2519,7555,15111,1,2,2,1,2,1,1,9,25,25,"(3,1)",7555,FOLD,2,1,2519,B,5037,15111,NON3,MULT3,7555,5037,0.584867024394006,7555,2519,1.58458063331795,55.52462272386148,56.109489748255484,61.52246677197145,63.1070474052894,-0.41498975874571054,0.4150374992788439,4.774053313331798e-05,3.1166871314533258
NAMED_871,871,19,0,7555,1889,3779,11333,5667,2,1,1,2,1,3,3,3,3,3,"(3,1)",11333,UP,3,0,1889,A,1889,5667,NON3,MULT3,11333,1889,2.5848352059718014,11333,1889,2.5848352059718014,56.109489748255484,58.694324954227284,63.1070474052894,65.6918826112612,0.5850261523079785,-0.5849625007211561,6.365158682247828e-05,3.701713283761304
NAMED_871,871,20,0,11333,5667,1417,2125,17001,1,3,4,1,2,1,5,5,5,5,"(3,1)",2125,FOLD,2,1,1417,B,5667,17001,NON3,MULT3,2125,5667,-1.415122361197099,2125,1417,0.5846230829944083,58.694324954227284,57.279202593030185,65.6918826112612,66.27650569425562,-2.4149950664477435,2.415037499278844,4.243283110033503e-05,1.2867182173135605
NAMED_871,871,21,0,2125,1063,133,797,3189,1,4,3,1,1,1,5,13,13,13,"(3,1)",797,FOLD,2,1,133,B,1063,3189,NON3,MULT3,797,1063,-0.4154899675406334,797,133,2.5831534784892822,57.279202593030185,56.863712625489555,66.27650569425562,68.8596591727449,-1.4148112119219547,1.415037499278844,0.0002262873568891942,-0.12809299460839418
NAMED_871,871,22,0,797,399,25,299,1197,1,5,3,1,2,1,5,13,29,29,"(3,1)",299,FOLD,2,1,25,B,399,1197,NON3,MULT3,299,399,-0.4162432620242402,299,25,3.5801454844233804,56.863712625489555,56.447469363465316,68.8596591727449,72.43980465716828,-1.4144342397923666,1.415037499278844,0.0006032594864770523,-1.5425272344007608
NAMED_871,871,23,0,299,75,151,449,225,2,1,1,2,2,3,3,11,11,43,"(3,1)",449,UP,3,0,75,A,75,225,NON3,MULT3,449,75,2.581752944245266,449,75,2.581752944245266,56.447469363465316,59.02922230771058,72.43980465716828,75.02155760141355,0.5865699605430421,-0.5849625007211561,0.0016074598218858338,-0.9559572738577187
NAMED_871,871,24,0,449,225,113,337,675,1,2,2,1,2,1,1,1,1,1,"(3,1)",337,FOLD,2,1,113,B,225,675,NON3,MULT3,337,225,0.5828235899648213,337,113,1.5764258187666709,59.02922230771058,59.6120458976754,75.02155760141355,76.59798342018021,-0.4139668535592884,0.4150374992788439,0.0010706457195552156,-1.369924127417007
NAMED_871,871,25,0,337,169,85,253,507,1,2,2,1,1,1,1,1,17,17,"(3,1)",253,FOLD,2,1,85,B,169,507,NON3,MULT3,253,169,0.582114138412126,253,85,1.5736026385566086,59.6120458976754,60.194160036087524,76.59798342018021,78.17158605873682,-0.41361120648754834,0.4150374992788439,0.0014262927912954777,-1.7835353339045554
NAMED_871,871,26,0,253,127,1,95,381,1,8,3,1,1,1,5,13,29,61,"(3,1)",95,FOLD,2,1,1,B,127,381,NON3,MULT3,95,127,-0.41882907844121764,95,1,6.569855608330948,60.194160036087524,59.775330957646304,78.17158605873682,84.74144166706778,-1.4131379663633623,1.415037499278844,0.0018995329154816274,-3.1966733002679177
NAMED_871,871,27,0,95,3,49,143,9,5,1,1,5,2,3,7,15,31,31,"(3,1)",143,UP,3,0,3,A,3,9,NON3,MULT3,143,3,5.574908836057233,143,3,5.574908836057233,59.775330957646304,65.35023979370354,84.74144166706778,90.31635050312501,0.5900157284474417,-0.5849625007211561,0.005053227726285409,-2.606657571820476
NAMED_871,871,28,0,143,9,73,215,27,4,1,1,4,2,3,7,15,15,15,"(3,1)",215,UP,3,0,9,A,9,27,NON3,MULT3,215,9,4.578267848147148,215,9,4.578267848147148,65.35023979370354,69.92850764185069,90.31635050312501,94.89461835127216,0.5883215128110708,-0.5849625007211561,0.0033590120899147347,-2.018336059009405
NAMED_871,871,29,0,215,27,109,323,81,3,1,1,3,2,3,7,7,23,23,"(3,1)",323,UP,3,0,27,A,27,81,NON3,MULT3,323,27,3.580502852530456,323,27,3.580502852530456,69.92850764185069,73.50901049438114,94.89461835127216,98.47512120380262,0.5871975051044647,-0.5849625007211561,0.002235004383308374,-1.4311385539049404
NAMED_871,871,30,0,323,81,163,485,243,2,1,1,2,2,3,3,3,3,3,"(3,1)",485,UP,3,0,81,A,81,243,NON3,MULT3,485,81,2.581990934189866,485,81,2.581990934189866,73.50901049438114,76.091001428571,98.47512120380262,101.05711213799248,0.5864505823805652,-0.5849625007211561,0.0014880816594088546,-0.8446879715243751
NAMED_871,871,31,0,485,243,61,91,729,1,3,4,1,2,1,5,5,5,37,"(3,1)",91,FOLD,2,1,61,B,243,729,NON3,MULT3,91,243,-1.417017863407085,91,61,0.5770573026358097,76.091001428571,74.67398356516392,101.05711213799248,101.63416944062828,-2.414046296875794,2.415037499278844,0.0009912024030500552,-3.258734268400169
NAMED_871,871,32,0,91,23,47,137,69,2,1,1,2,1,3,3,11,27,27,"(3,1)",137,UP,3,0,23,A,23,69,NON3,MULT3,137,23,2.5744701269035133,137,23,2.5744701269035133,74.67398356516392,77.24845369206744,101.63416944062828,104.2086395675318,0.5902374427618304,-0.5849625007211561,0.005274942040674248,-2.668496825638339
NAMED_871,871,33,0,137,69,35,103,207,1,2,2,1,2,1,1,9,9,9,"(3,1)",103,FOLD,2,1,35,B,69,207,NON3,MULT3,103,69,0.5779760704050494,103,35,1.5572175102382522,77.24845369206744,77.82642976247249,104.2086395675318,105.76585707777005,-0.4115315557773085,0.4150374992788439,0.0035059435015356395,-3.080028381415647
NAMED_871,871,34,0,103,13,53,155,39,3,1,1,3,1,3,7,7,7,39,"(3,1)",155,UP,3,0,13,A,13,39,NON3,MULT3,155,13,3.5756846871331454,155,13,3.5756846871331454,77.82642976247249,81.40211444960563,105.76585707777005,109.3415417649032,0.5896238780910192,-0.5849625007211561,0.004661377369863099,-2.490404503324628
NAMED_871,871,35,0,155,39,79,233,117,2,1,1,2,2,3,3,11,27,27,"(3,1)",233,UP,3,0,39,A,39,117,NON3,MULT3,233,39,2.578783925792032,233,39,2.578783925792032,81.40211444960563,83.98089837539767,109.3415417649032,111.92032569069524,0.5880617393800427,-0.5849625007211561,0.00309923865888656,-1.9023427639445853
NAMED_871,871,36,0,233,117,59,175,351,1,2,2,1,2,1,1,9,9,41,"(3,1)",175,FOLD,2,1,59,B,117,351,NON3,MULT3,175,117,0.5808463922489242,175,59,1.5685680624704874,83.98089837539767,84.5617447676466,111.92032569069524,113.48889375316573,-0.41297503282195147,0.4150374992788439,0.0020624664568923198,-2.3153177967665366
NAMED_871,871,37,0,175,11,89,263,33,4,1,1,4,1,3,7,15,15,47,"(3,1)",263,UP,3,0,11,A,11,33,NON3,MULT3,263,11,4.579487370655005,263,11,4.579487370655005,84.5617447676466,89.1412321383016,113.48889375316573,118.06838112382073,0.5877078774599735,-0.5849625007211561,0.0027453767388172924,-1.727609919306563
NAMED_871,871,38,0,263,33,133,395,99,3,1,1,3,2,3,7,7,7,7,"(3,1)",395,UP,3,0,33,A,33,99,NON3,MULT3,395,33,3.5813147237060123,395,33,3.5813147237060123,89.1412321383016,92.72254686200762,118.06838112382073,121.64969584752674,0.586789853772163,-0.5849625007211561,0.001827353051006809,-1.1408200655344
NAMED_871,871,39,0,395,99,199,593,297,2,1,1,2,2,3,3,11,11,11,"(3,1)",593,UP,3,0,99,A,99,297,NON3,MULT3,593,99,2.582531674466394,593,99,2.582531674466394,92.72254686200762,95.30507853647401,121.64969584752674,124.23222752199314,0.5861794514815384,-0.5849625007211561,0.0012169507603823108,-0.5546406140528617
NAMED_871,871,40,0,593,297,149,445,891,1,2,2,1,2,1,1,1,17,17,"(3,1)",445,FOLD,2,1,149,B,297,891,NON3,MULT3,445,297,0.5833424050529938,445,149,1.578493005391599,95.30507853647401,95.888420941527,124.23222752199314,125.81072052738473,-0.4142267686922434,0.4150374992788439,0.000810730586600256,-0.9688673827451051
NAMED_871,871,41,0,445,223,7,167,669,1,6,3,1,1,1,5,13,29,61,"(3,1)",167,FOLD,2,1,7,B,223,669,NON3,MULT3,167,223,-0.41719560744625284,167,7,4.576349370416448,95.888420941527,95.47122533408074,125.81072052738473,130.38706989780118,-1.413957233379708,1.415037499278844,0.0010802658991358788,-2.3828246161248128
NAMED_871,871,42,0,167,21,85,251,63,3,1,1,3,2,3,7,7,7,39,"(3,1)",251,UP,3,0,21,A,21,63,NON3,MULT3,251,21,3.5792261311720113,251,21,3.5792261311720113,95.47122533408074,99.05045146525275,130.38706989780118,133.9662960289732,0.5878392614767198,-0.5849625007211561,0.002876760755563661,-1.794985354648093
NAMED_871,871,43,0,251,63,127,377,189,2,1,1,2,2,3,3,11,27,59,"(3,1)",377,UP,3,0,63,A,63,189,NON3,MULT3,377,63,2.581140789768747,377,63,2.581140789768747,99.05045146525275,101.6315922550215,133.9662960289732,136.54743681874194,0.5868771593178923,-0.5849625007211561,0.001914658596736107,-1.2081081953302006
NAMED_871,871,44,0,377,189,95,283,567,1,2,2,1,2,1,1,9,25,57,"(3,1)",283,FOLD,2,1,95,B,189,567,NON3,MULT3,283,189,0.5824158186108095,283,95,1.5748026345009345,101.6315922550215,102.21400807363231,136.54743681874194,138.12223945324288,-0.41376247043678194,0.4150374992788439,0.0012750288420617212,-1.6218706657669826
NAMED_871,871,45,0,283,71,143,425,213,2,1,1,2,1,3,3,11,27,27,"(3,1)",425,UP,3,0,71,A,71,213,NON3,MULT3,425,71,2.581571911520382,425,71,2.581571911520382,102.21400807363231,104.7955799851527,138.12223945324288,140.70381136476325,0.5866607881931818,-0.5849625007211561,0.0016982874720256138,-1.0352098775738008
NAMED_871,871,46,0,425,213,107,319,639,1,2,2,1,2,1,1,9,9,41,"(3,1)",319,FOLD,2,1,107,B,213,639,NON3,MULT3,319,213,0.5827029935390309,319,107,1.5759456273637218,104.7955799851527,105.37828297869173,140.70381136476325,142.27975699212698,-0.4139064172601947,0.4150374992788439,0.0011310820186490233,-1.4491162948339955
NAMED_871,871,47,0,319,5,161,479,15,6,1,1,6,1,3,7,15,31,63,"(3,1)",479,UP,3,0,5,A,5,15,NON3,MULT3,479,5,6.581953750848818,479,5,6.581953750848818,105.37828297869173,111.96023672954055,142.27975699212698,148.8617107429758,0.5864692319713107,-0.5849625007211561,0.00150673125015464,-0.8626470628626848
NAMED_871,871,48,0,479,15,241,719,45,5,1,1,5,2,3,7,15,31,31,"(3,1)",719,UP,3,0,15,A,15,45,NON3,MULT3,719,15,5.582957364830778,719,15,5.582957364830778,111.96023672954055,117.54319409437133,148.8617107429758,154.44466810780656,0.5859661147031177,-0.5849625007211561,0.0010036139819614802,-0.2766809481595671
NAMED_871,871,49,0,719,45,361,1079,135,4,1,1,4,2,3,7,15,15,15,"(3,1)",1079,UP,3,0,45,A,45,135,NON3,MULT3,1079,45,4.5836260531583415,1079,45,4.5836260531583415,117.54319409437133,122.12682014752967,154.44466810780656,159.02829416096492,0.5856311890487191,-0.5849625007211561,0.0006686883275628174,0.308950240889152
NAMED_871,871,50,0,1079,135,541,1619,405,3,1,1,3,2,3,7,7,23,55,"(3,1)",1619,UP,3,0,135,A,135,405,NON3,MULT3,1619,135,3.584071673251736,1619,135,3.584071673251736,122.12682014752967,125.71089182078141,159.02829416096492,162.61236583421666,0.585408120814549,-0.5849625007211561,0.0004456200933928937,0.894358361703701
NAMED_871,871,51,0,1619,405,811,2429,1215,2,1,1,2,2,3,3,3,19,19,"(3,1)",2429,UP,3,0,405,A,405,1215,NON3,MULT3,2429,405,2.5843686768638765,2429,405,2.5843686768638765,125.71089182078141,128.2952604976453,162.61236583421666,165.19673451108054,0.5852595043332991,-0.5849625007211561,0.0002970036121428721,1.479617866037
NAMED_871,871,52,0,2429,1215,19,911,3645,1,7,3,1,2,1,5,13,29,61,"(3,1)",911,FOLD,2,1,19,B,1215,3645,NON3,MULT3,911,1215,-0.41543335469109266,911,19,5.583379730358466,128.2952604976453,127.87982714295421,165.19673451108054,170.780114241439,-1.4148395308338142,1.415037499278844,0.00019796844502952557,0.06477833520318588
NAMED_871,871,53,0,911,57,457,1367,171,4,1,1,4,2,3,7,15,15,15,"(3,1)",1367,UP,3,0,57,A,57,171,NON3,MULT3,1367,57,4.583907513441318,1367,57,4.583907513441318,127.87982714295421,132.46373465639553,170.780114241439,175.36402175488033,0.5854902838040092,-0.5849625007211561,0.000527783082853132,0.6502686190071951
NAMED_871,871,54,0,1367,171,685,2051,513,3,1,1,3,2,3,7,7,23,23,"(3,1)",2051,UP,3,0,171,A,171,513,NON3,MULT3,2051,171,3.584259261593954,2051,171,3.584259261593954,132.46373465639553,136.0479939179895,175.36402175488033,178.94828101647428,0.5853142488737921,-0.5849625007211561,0.0003517481526356517,1.2355828678809873
NAMED_871,871,55,0,2051,513,1027,3077,1539,2,1,1,2,2,3,3,3,3,3,"(3,1)",3077,UP,3,0,513,A,513,1539,NON3,MULT3,3077,513,2.5844937127264913,3077,513,2.5844937127264913,136.0479939179895,138.63248763071599,178.94828101647428,181.53277472920078,0.5851969518536928,-0.5849625007211561,0.0002344511325365936,1.82077981973468
NAMED_871,871,56,0,3077,1539,385,577,4617,1,3,4,1,2,1,5,5,5,5,"(3,1)",577,FOLD,2,1,385,B,1539,4617,NON3,MULT3,577,1539,-1.4153500076827275,577,385,0.5837128730632184,138.63248763071599,137.21713762303327,181.53277472920078,182.116487602264,-2.4148812196880622,2.415037499278844,0.000156279590781616,-0.5941013999533822
NAMED_871,871,57,0,577,289,145,433,867,1,2,2,1,1,1,1,1,1,1,"(3,1)",433,FOLD,2,1,145,B,289,867,NON3,MULT3,433,289,0.5832975322260463,433,145,1.57831412471179,137.21713762303327,137.80043515525932,182.116487602264,183.69480172697578,-0.41420429391875757,0.4150374992788439,0.0008332053600863418,-1.0083056938721398
NAMED_871,871,58,0,433,217,109,325,651,1,2,2,1,1,1,1,1,17,49,"(3,1)",325,FOLD,2,1,109,B,217,651,NON3,MULT3,325,217,0.5827446754713366,325,109,1.57611158313889,137.80043515525932,138.38317983073065,183.69480172697578,185.27091331011468,-0.41392730681090817,0.4150374992788439,0.0011101924679357003,-1.422233000683048
NAMED_871,871,59,0,325,163,41,61,489,1,3,4,1,1,1,5,5,5,5,"(3,1)",61,FOLD,2,1,41,B,163,489,NON3,MULT3,61,163,-1.4179908166681905,61,41,0.5731853329448029,138.38317983073065,136.96518901406247,185.27091331011468,185.84409864305948,-2.4135585703529303,2.415037499278844,0.0014789289259132977,-3.835791571035978
NAMED_871,871,60,0,61,31,1,23,93,1,6,3,1,1,1,5,13,29,61,"(3,1)",23,FOLD,2,1,1,B,31,93,NON3,MULT3,23,31,-0.43063435432986186,23,1,4.523561956057013,136.96518901406247,136.5345546597326,185.84409864305948,190.3676605991165,-1.4071753815058734,1.415037499278844,0.007862117772970424,-5.242966952541852
