orbit_id,start_n,odd_step_index,is_terminal,n,A,B,C,D,a11,a13,a31,a33,n_mod_3,n_mod_4,n_mod_8,n_mod_16,n_mod_32,n_mod_64,actual_mode,actual_next,actual_direction,missing_down_count,missing_up_count,best_hidden_value,best_hidden_mode,reset_value,sheet_alternative,actual_sheet,alternate_sheet,reset_ratio_num,reset_ratio_den,delta_reset_log2,hidden_ratio_num,hidden_ratio_den,delta_hidden_log2,cum_reset_deficit_before,cum_reset_deficit_after,cum_hidden_deficit_before,cum_hidden_deficit_after,height_g,epsilon,eta,cum_height_g
NAMED_871,871,61,0,23,3,13,35,9,3,1,1,3,2,3,7,7,23,23,"(3,1)",35,UP,3,0,3,A,3,9,NON3,MULT3,35,3,3.5443205162238103,35,3,3.5443205162238103,136.5345546597326,140.07887517595643,190.3676605991165,193.91198111534032,0.6057210608879537,-0.5849625007211561,0.020758560166797495,-4.6372458916538974
NAMED_871,871,62,0,35,9,19,53,27,2,1,1,2,2,3,3,3,3,35,"(3,1)",53,UP,3,0,9,A,9,27,NON3,MULT3,53,9,2.5579954531208866,53,9,2.5579954531208866,140.07887517595643,142.63687062907732,193.91198111534032,196.46997656846122,0.5986374376182326,-0.5849625007211561,0.013674936897076493,-4.038608454035665
NAMED_871,871,63,0,53,27,7,5,81,1,3,5,1,2,1,5,5,21,53,"(3,1)",5,FOLD,2,1,7,B,27,81,NON3,MULT3,5,27,-2.432959407276106,5,7,-0.485426827170242,142.63687062907732,140.2039112218012,196.46997656846122,195.98454974129098,-3.405992359675837,3.415037499278844,0.009045139603006985,-7.444600813711502
NAMED_871,871,64,0,5,3,1,1,9,1,3,4,1,2,1,5,5,5,5,"(3,1)",1,FOLD,2,1,1,B,3,9,NON3,MULT3,1,3,-1.584962500721156,1,1,0.0,140.2039112218012,138.61894872108005,195.98454974129098,195.98454974129098,-2.321928094887362,2.415037499278844,0.09310940439148145,-9.766528908598865
NAMED_871,871,65,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,"(3,1)",1,BOUNDARY,0,1,1,A,1,3,NON3,MULT3,1,1,0.0,1,1,0.0,138.61894872108005,138.61894872108005,195.98454974129098,195.98454974129098,0.0,0.0,0.0,-9.766528908598865
NAMED_6171,6171,0,0,6171,1543,3087,9257,4629,2,1,1,2,0,3,3,11,27,27,"(3,1)",9257,UP,3,0,1543,A,1543,4629,NON3,MULT3,9257,1543,2.584806660046862,9257,1543,2.584806660046862,0.0,2.584806660046862,0.0,2.584806660046862,0.5850404273715053,-0.5849625007211561,7.792665034909967e-05,0.5850404273715053
NAMED_6171,6171,1,0,9257,4629,2315,6943,13887,1,2,2,1,2,1,1,9,9,41,"(3,1)",6943,FOLD,2,1,2315,B,4629,13887,NON3,MULT3,6943,4629,0.5848586088087586,6943,2315,1.5845469779530497,2.584806660046862,3.1696652688556206,2.584806660046862,4.169353637999912,-0.41498555051694597,0.4150374992788439,5.1948761897685585e-05,0.17005487685455933
NAMED_6171,6171,2,0,6943,217,3473,10415,651,5,1,1,5,1,3,7,15,31,31,"(3,1)",10415,UP,3,0,217,A,217,651,NON3,MULT3,10415,217,5.584823986483529,10415,217,5.584823986483529,3.1696652688556206,8.754489255339148,4.169353637999912,9.75417762448344,0.5850317628273596,-0.5849625007211561,6.926210620354179e-05,0.7550866396819189
NAMED_6171,6171,3,0,10415,651,5209,15623,1953,4,1,1,4,2,3,7,15,15,47,"(3,1)",15623,UP,3,0,651,A,651,1953,NON3,MULT3,15623,651,4.5848701593737395,15623,651,4.5848701593737395,8.754489255339148,13.339359414712888,9.75417762448344,14.339047783857179,0.5850086736113649,-0.5849625007211561,4.617289020861365e-05,1.3400953132932838
NAMED_6171,6171,4,0,15623,1953,7813,23435,5859,3,1,1,3,2,3,7,7,7,7,"(3,1)",23435,UP,3,0,1953,A,1953,5859,NON3,MULT3,23435,1953,3.5849009404795957,23435,1953,3.5849009404795957,13.339359414712888,16.924260355192484,14.339047783857179,17.923948724336775,0.5849932818270127,-0.5849625007211561,3.078110585646395e-05,1.9250885951202965
NAMED_6171,6171,5,0,23435,5859,11719,35153,17577,2,1,1,2,2,3,3,11,11,11,"(3,1)",35153,UP,3,0,5859,A,5859,17577,NON3,MULT3,35153,5859,2.584921460851982,35153,5859,2.584921460851982,16.924260355192484,19.509181816044467,17.923948724336775,20.508870185188755,0.584983021093544,-0.5849625007211561,2.0520372387951143e-05,2.510071616213841
NAMED_6171,6171,6,0,35153,17577,8789,26365,52731,1,2,2,1,2,1,1,1,17,17,"(3,1)",26365,FOLD,2,1,8789,B,17577,52731,NON3,MULT3,26365,17577,0.5849351409380894,26365,8789,1.5848530647019192,19.509181816044467,20.094116956982557,20.508870185188755,22.093723249890672,-0.4150238191927358,0.4150374992788439,1.3680086107845112e-05,2.095047797021105
NAMED_6171,6171,7,0,26365,13183,103,9887,39549,1,8,3,1,1,1,5,13,29,61,"(3,1)",9887,FOLD,2,1,103,B,13183,39549,NON3,MULT3,9887,13183,-0.4150739784130959,9887,103,6.5848165897181605,20.094116956982557,19.679042978569463,22.093723249890672,28.67853983960883,-1.4150192593658157,1.415037499278844,1.823991302794262e-05,0.6800285376552895
NAMED_6171,6171,8,0,9887,309,4945,14831,927,5,1,1,5,2,3,7,15,31,31,"(3,1)",14831,UP,3,0,309,A,309,927,NON3,MULT3,14831,309,5.584865228358858,14831,309,5.584865228358858,19.679042978569463,25.26390820692832,28.67853983960883,34.26340506796769,0.5850111393618529,-0.5849625007211561,4.863864069665267e-05,1.2650396770171424
NAMED_6171,6171,9,0,14831,927,7417,22247,2781,4,1,1,4,2,3,7,15,15,47,"(3,1)",22247,UP,3,0,927,A,927,2781,NON3,MULT3,22247,927,4.584897653208351,22247,927,4.584897653208351,25.26390820692832,29.84880586013667,34.26340506796769,38.84830272117604,0.5849949255706499,-0.5849625007211561,3.2424849493820475e-05,1.8500346025877923
NAMED_6171,6171,10,0,22247,2781,11125,33371,8343,3,1,1,3,2,3,7,7,7,39,"(3,1)",33371,UP,3,0,2781,A,2781,8343,NON3,MULT3,33371,2781,3.5849192693698235,33371,2781,3.5849192693698235,29.84880586013667,33.4337251295065,38.84830272117604,42.43322199054586,0.5849841168826286,-0.5849625007211561,2.161616147246542e-05,2.435018719470421
NAMED_6171,6171,11,0,33371,8343,16687,50057,25029,2,1,1,2,2,3,3,11,27,27,"(3,1)",50057,UP,3,0,8343,A,8343,25029,NON3,MULT3,50057,8343,2.584933679964209,50057,8343,2.584933679964209,33.4337251295065,36.01865880947071,42.43322199054586,45.01815567051007,0.5849769113155405,-0.5849625007211561,1.4410594384232636e-05,3.0199956307859614
NAMED_6171,6171,12,0,50057,25029,12515,37543,75087,1,2,2,1,2,1,1,9,9,9,"(3,1)",37543,FOLD,2,1,12515,B,25029,75087,NON3,MULT3,37543,25029,0.5849432869471638,37543,12515,1.584885647160469,36.01865880947071,36.60360209641787,45.01815567051007,46.60304131767054,-0.4150278922958883,0.4150374992788439,9.606982955324236e-06,2.604967738490073
NAMED_6171,6171,13,0,37543,4693,18773,56315,14079,3,1,1,3,1,3,7,7,7,39,"(3,1)",56315,UP,3,0,4693,A,4693,14079,NON3,MULT3,56315,4693,3.58493688264015,56315,4693,3.58493688264015,36.60360209641787,40.18853897905802,46.60304131767054,50.18797820031069,0.5849753099322501,-0.5849625007211561,1.280921109385125e-05,3.189943048422323
NAMED_6171,6171,14,0,56315,14079,28159,84473,42237,2,1,1,2,2,3,3,11,27,59,"(3,1)",84473,UP,3,0,14079,A,14079,42237,NON3,MULT3,84473,14079,2.5849454220510317,84473,14079,2.5849454220510317,40.18853897905802,42.77348440110906,50.18797820031069,52.772923622361716,0.5849710401320365,-0.5849625007211561,8.539410880298056e-06,3.7749140885543593
NAMED_6171,6171,15,0,84473,42237,21119,63355,126711,1,2,2,1,2,1,1,9,25,57,"(3,1)",63355,FOLD,2,1,21119,B,42237,126711,NON3,MULT3,63355,42237,0.5849511149635358,63355,21119,1.5849169582298046,42.77348440110906,43.358435516072596,52.772923622361716,54.35784058059152,-0.4150318063663374,0.4150374992788439,5.692912506195426e-06,3.359882282188022
NAMED_6171,6171,16,0,63355,15839,31679,95033,47517,2,1,1,2,1,3,3,11,27,59,"(3,1)",95033,UP,3,0,15839,A,15839,47517,NON3,MULT3,95033,15839,2.584947319810837,95033,15839,2.584947319810837,43.358435516072596,45.94338283588343,54.35784058059152,56.94278790040236,0.5849700912362201,-0.5849625007211561,7.5905150638792334e-06,3.944852373424242
NAMED_6171,6171,17,0,95033,47517,23759,71275,142551,1,2,2,1,2,1,1,9,25,57,"(3,1)",71275,FOLD,2,1,23759,B,47517,142551,NON3,MULT3,71275,47517,0.5849523801320249,71275,23759,1.5849220187906052,45.94338283588343,46.528335216015456,56.94278790040236,58.527709919192965,-0.4150324389576545,0.4150374992788439,5.060321189273458e-06,3.5298199344665875
NAMED_6171,6171,18,0,71275,17819,35639,106913,53457,2,1,1,2,1,3,3,11,11,43,"(3,1)",106913,UP,3,0,17819,A,17819,53457,NON3,MULT3,106913,17819,2.5849490066811995,106913,17819,2.5849490066811995,46.528335216015456,49.113284222696656,58.527709919192965,61.112658925874165,0.5849692477884652,-0.5849625007211561,6.7470673091167195e-06,4.114789182255053
NAMED_6171,6171,19,0,106913,53457,26729,80185,160371,1,2,2,1,2,1,1,1,1,33,"(3,1)",80185,FOLD,2,1,26729,B,53457,160371,NON3,MULT3,80185,53457,0.5849535047085404,80185,26729,1.5849265170072666,49.113284222696656,49.6982377274052,61.112658925874165,62.69758544288143,-0.4150330012515011,0.4150374992788439,4.498027342662944e-06,3.6997561810035515
NAMED_6171,6171,20,0,80185,40093,20047,60139,120279,1,2,2,1,1,1,1,9,25,57,"(3,1)",60139,FOLD,2,1,20047,B,40093,120279,NON3,MULT3,60139,40093,0.5849505060999984,60139,20047,1.5849145228348576,49.6982377274052,50.2831882335052,62.69758544288143,64.28249996571628,-0.41503150193086835,0.4150374992788439,5.997347975471656e-06,3.284724679072683
NAMED_6171,6171,21,0,60139,15035,30071,90209,45105,2,1,1,2,1,3,3,11,11,43,"(3,1)",90209,UP,3,0,15035,A,15035,45105,NON3,MULT3,90209,15035,2.5849465080037497,90209,15035,2.5849465080037497,50.2831882335052,52.86813474150895,64.28249996571628,66.86744647372004,0.5849704971463416,-0.5849625007211561,7.996425185365991e-06,3.869695176219025
NAMED_6171,6171,22,0,90209,45105,22553,67657,135315,1,2,2,1,2,1,1,1,1,33,"(3,1)",67657,FOLD,2,1,22553,B,45105,135315,NON3,MULT3,67657,45105,0.5849518389292516,67657,22553,1.58491985402628,52.86813474150895,53.4530865804382,66.86744647372004,68.45236632774632,-0.41503216835334333,0.4150374992788439,5.330925500667366e-06,3.4546630078656815
NAMED_6171,6171,23,0,67657,33829,16915,50743,101487,1,2,2,1,1,1,1,9,9,9,"(3,1)",50743,FOLD,2,1,16915,B,33829,101487,NON3,MULT3,50743,33829,0.5849482850861616,50743,16915,1.5849056390216028,53.4530865804382,54.03803486552437,68.45236632774632,70.03727196676792,-0.41503039140881826,0.4150374992788439,7.107870025488194e-06,3.0396326164568634
NAMED_6171,6171,24,0,50743,6343,25373,76115,19029,3,1,1,3,1,3,7,7,23,55,"(3,1)",76115,UP,3,0,6343,A,6343,19029,NON3,MULT3,76115,6343,3.584943546696799,76115,6343,3.584943546696799,54.03803486552437,57.622978412221165,70.03727196676792,73.62221551346471,0.5849719778267164,-0.5849625007211561,9.477105560223253e-06,3.62460459428358
NAMED_6171,6171,25,0,76115,19029,38059,114173,57087,2,1,1,2,2,3,3,3,19,19,"(3,1)",114173,UP,3,0,19029,A,19029,57087,NON3,MULT3,114173,19029,2.5849498647325877,114173,19029,2.5849498647325877,57.622978412221165,60.20792827695375,73.62221551346471,76.2071653781973,0.5849688187569435,-0.5849625007211561,6.318035787436458e-06,4.209573413040523
NAMED_6171,6171,26,0,114173,57087,223,42815,171261,1,9,3,1,2,1,5,13,29,61,"(3,1)",42815,FOLD,2,1,223,B,57087,171261,NON3,MULT3,42815,57087,-0.41504592325892453,42815,223,7.584928805095952,60.20792827695375,59.79288235369483,76.2071653781973,83.79209418329326,-1.4150332872703568,1.415037499278844,4.212008486678992e-06,2.7945401257701663
NAMED_6171,6171,27,0,42815,669,21409,64223,2007,6,1,1,6,2,3,7,15,31,63,"(3,1)",64223,UP,3,0,669,A,669,2007,NON3,MULT3,64223,669,6.584940037058464,64223,669,6.584940037058464,59.79288235369483,66.3778223907533,83.79209418329326,90.37703422035172,0.5849737326836688,-0.5849625007211561,1.1231962512352396e-05,3.3795138584538353
NAMED_6171,6171,28,0,64223,2007,32113,96335,6021,5,1,1,5,2,3,7,15,31,31,"(3,1)",96335,UP,3,0,2007,A,2007,6021,NON3,MULT3,96335,2007,5.5849475249848926,96335,2007,5.5849475249848926,66.3778223907533,71.96276991573819,90.37703422035172,95.96198174533662,0.5849699886475841,-0.5849625007211561,7.4879264277632565e-06,3.9644838471014197
NAMED_6171,6171,29,0,96335,6021,48169,144503,18063,4,1,1,4,2,3,7,15,15,15,"(3,1)",144503,UP,3,0,6021,A,6021,18063,NON3,MULT3,144503,6021,4.584952516914253,144503,6021,4.584952516914253,71.96276991573819,76.54772243265245,95.96198174533662,100.54693426225087,0.5849674926505171,-0.5849625007211561,4.991929360848936e-06,4.549451339751936
NAMED_6171,6171,30,0,144503,18063,72253,216755,54189,3,1,1,3,2,3,7,7,23,55,"(3,1)",216755,UP,3,0,18063,A,18063,54189,NON3,MULT3,216755,18063,3.5849558448575625,216755,18063,3.5849558448575625,76.54772243265245,80.13267827751001,100.54693426225087,104.13189010710843,0.5849658286644674,-0.5849625007211561,3.327943311099335e-06,5.1344171684164035
NAMED_6171,6171,31,0,216755,54189,108379,325133,162567,2,1,1,2,2,3,3,3,19,51,"(3,1)",325133,UP,3,0,54189,A,54189,162567,NON3,MULT3,325133,54189,2.5849580634821727,325133,54189,2.5849580634821727,80.13267827751001,82.71763634099219,104.13189010710843,106.71684817059061,0.5849647193457654,-0.5849625007211561,2.218624609465286e-06,5.719381887762169
NAMED_6171,6171,32,0,325133,162567,20321,121925,487701,1,4,3,1,2,1,5,13,13,13,"(3,1)",121925,FOLD,2,1,20321,B,162567,487701,NON3,MULT3,121925,162567,-0.41504045743664975,121925,20321,2.584950668126327,82.71763634099219,82.30259588355554,106.71684817059061,109.30179883871693,-1.4150360201976664,1.415037499278844,1.4790811774299683e-06,4.3043458675645025
NAMED_6171,6171,33,0,121925,60963,15241,22861,182889,1,3,4,1,2,1,5,5,5,5,"(3,1)",22861,FOLD,2,1,15241,B,60963,182889,NON3,MULT3,22861,60963,-1.4150453876646143,22861,15241,0.5849309474368667,82.30259588355554,80.88755049589092,109.30179883871693,109.88672978615381,-2.415033555069784,2.415037499278844,3.944209059626111e-06,1.8893123124947184
NAMED_6171,6171,34,0,22861,11431,1429,8573,34293,1,4,3,1,1,1,5,13,13,13,"(3,1)",8573,FOLD,2,1,1429,B,11431,34293,NON3,MULT3,8573,11431,-0.4150795695577969,8573,1429,2.584794226965686,80.88755049589092,80.47247092633313,109.88672978615381,112.47152401311949,-1.415016463679306,1.415037499278844,2.1035599538140655e-05,0.47429584881541254
NAMED_6171,6171,35,0,8573,4287,67,3215,12861,1,7,3,1,2,1,5,13,29,61,"(3,1)",3215,FOLD,2,1,67,B,4287,12861,NON3,MULT3,3215,4287,-0.4151496796016634,3215,67,5.584513831757537,80.47247092633313,80.05732124673146,112.47152401311949,118.05603784487703,-1.4149814058461927,1.415037499278844,5.609343265110337e-05,-0.9406855570307802
NAMED_6171,6171,36,0,3215,201,1609,4823,603,4,1,1,4,2,3,7,15,15,15,"(3,1)",4823,UP,3,0,201,A,201,603,NON3,MULT3,4823,201,4.584663403582966,4823,201,4.584663403582966,80.05732124673146,84.64198465031443,118.05603784487703,122.64070124845999,0.5851120725465857,-0.5849625007211561,0.00014957182542945933,-0.35557348448419446
NAMED_6171,6171,37,0,4823,603,2413,7235,1809,3,1,1,3,2,3,7,7,23,23,"(3,1)",7235,UP,3,0,603,A,603,1809,NON3,MULT3,7235,603,3.5847631095190025,7235,603,3.5847631095190025,84.64198465031443,88.22674775983343,122.64070124845999,126.22546435797899,0.5850622066571916,-0.5849625007211561,9.970593603521992e-05,0.2294887221729971
NAMED_6171,6171,38,0,7235,1809,3619,10853,5427,2,1,1,2,2,3,3,3,3,3,"(3,1)",10853,UP,3,0,1809,A,1809,5427,NON3,MULT3,10853,1809,2.5848295763150286,10853,1809,2.5848295763150286,88.22674775983343,90.81157733614846,126.22546435797899,128.810293934294,0.5850289675171823,-0.5849625007211561,6.646679602622857e-05,0.8145176896901793
NAMED_6171,6171,39,0,10853,5427,1357,2035,16281,1,3,4,1,2,1,5,5,5,37,"(3,1)",2035,FOLD,2,1,1357,B,5427,16281,NON3,MULT3,2035,5427,-1.4151261141887872,2035,1357,0.5846080737347545,90.81157733614846,89.39645122195967,128.810293934294,129.39490200802877,-2.4149931897826598,2.415037499278844,4.43094961838681e-05,-1.6004755000924804
NAMED_6171,6171,40,0,2035,509,1019,3053,1527,2,1,1,2,1,3,3,3,19,51,"(3,1)",3053,UP,3,0,509,A,509,1527,NON3,MULT3,3053,509,2.584490028131084,3053,509,2.584490028131084,89.39645122195967,91.98094125009075,129.39490200802877,131.97939203615985,0.5851987950531705,-0.5849625007211561,0.00023629433201454697,-1.01527670503931
NAMED_6171,6171,41,0,3053,1527,191,1145,4581,1,4,3,1,2,1,5,13,13,45,"(3,1)",1145,FOLD,2,1,191,B,1527,4581,NON3,MULT3,1145,1527,-0.4153524638125443,1145,191,2.5837030549485585,91.98094125009075,91.56558878627821,131.97939203615985,134.5630950911084,-1.4148799912224737,1.415037499278844,0.00015750805637015924,-2.4301566962617835
NAMED_6171,6171,42,0,1145,573,287,859,1719,1,2,2,1,2,1,1,9,25,57,"(3,1)",859,FOLD,2,1,287,B,573,1719,NON3,MULT3,859,573,0.5841229923815572,859,287,1.5816073944627753,91.56558878627821,92.14971177865976,134.5630950911084,136.14470248557117,-0.41461756184584275,0.4150374992788439,0.00041993743300121426,-2.844774258107626
NAMED_6171,6171,43,0,859,215,431,1289,645,2,1,1,2,1,3,3,11,27,27,"(3,1)",1289,UP,3,0,215,A,215,645,NON3,MULT3,1289,215,2.583843698772191,1289,215,2.583843698772191,92.14971177865976,94.73355547743195,136.14470248557117,138.72854618434337,0.5855222272231873,-0.5849625007211561,0.0005597265020311348,-2.259252030884439
NAMED_6171,6171,44,0,1289,645,323,967,1935,1,2,2,1,2,1,1,9,9,9,"(3,1)",967,FOLD,2,1,323,B,645,1935,NON3,MULT3,967,645,0.5842167291662257,967,323,1.581981724782917,94.73355547743195,95.31777220659818,138.72854618434337,140.31052790912628,-0.4146644688848098,0.4150374992788439,0.00037303039403391194,-2.673916499769249
NAMED_6171,6171,45,0,967,121,485,1451,363,3,1,1,3,1,3,7,7,7,7,"(3,1)",1451,UP,3,0,121,A,121,363,NON3,MULT3,1451,121,3.5839685667921497,1451,121,3.5839685667921497,95.31777220659818,98.90174077339033,140.31052790912628,143.89449647591843,0.5854597245899031,-0.5849625007211561,0.0004972238687469624,-2.0884567751793455
NAMED_6171,6171,46,0,1451,363,727,2177,1089,2,1,1,2,2,3,3,11,11,43,"(3,1)",2177,UP,3,0,363,A,363,1089,NON3,MULT3,2177,363,2.5842999541924563,2177,363,2.5842999541924563,98.90174077339033,101.48604072758279,143.89449647591843,146.4787964301109,0.5852938881214622,-0.5849625007211561,0.0003313874003061358,-1.5031628870578833
NAMED_6171,6171,47,0,2177,1089,545,1633,3267,1,2,2,1,2,1,1,1,1,1,"(3,1)",1633,FOLD,2,1,545,B,1089,3267,NON3,MULT3,1633,1089,0.5845208368447885,1633,545,1.5831966558974067,101.48604072758279,102.07056156442758,146.4787964301109,148.0619930860083,-0.4148166166265117,0.4150374992788439,0.00022088265233207095,-1.917979503684395
NAMED_6171,6171,48,0,1633,817,409,1225,2451,1,2,2,1,1,1,1,1,1,33,"(3,1)",1225,FOLD,2,1,409,B,817,2451,NON3,MULT3,1225,817,0.5843737657442496,1225,409,1.5826090009481835,102.07056156442758,102.65493533017182,148.0619930860083,149.6446020869565,-0.4147430416717621,0.4150374992788439,0.0002944576070818554,-2.332722545356157
NAMED_6171,6171,49,0,1225,613,307,919,1839,1,2,2,1,1,1,1,9,9,9,"(3,1)",919,FOLD,2,1,307,B,613,1839,NON3,MULT3,919,613,0.5841777875982537,919,307,1.5818262059188566,102.65493533017182,103.23911311777007,149.6446020869565,151.22642829287534,-0.41464498260089844,0.4150374992788439,0.0003925166779453088,-2.7473675279570555
NAMED_6171,6171,50,0,919,115,461,1379,345,3,1,1,3,1,3,7,7,23,23,"(3,1)",1379,UP,3,0,115,A,115,345,NON3,MULT3,1379,115,3.5839166905696063,1379,115,3.5839166905696063,103.23911311777007,106.82302980833968,151.22642829287534,154.81034498344493,0.5854856902249459,-0.5849625007211561,0.0005231895037897845,-2.1618818377321096
NAMED_6171,6171,51,0,1379,345,691,2069,1035,2,1,1,2,2,3,3,3,3,35,"(3,1)",2069,UP,3,0,345,A,345,1035,NON3,MULT3,2069,345,2.584265378194477,2069,345,2.584265378194477,106.82302980833968,109.40729518653416,154.81034498344493,157.39461036163942,0.5853111883460291,-0.5849625007211561,0.00034868762487304597,-1.5765706493860805
NAMED_6171,6171,52,0,2069,1035,259,97,3105,1,3,6,1,2,1,5,5,21,21,"(3,1)",97,FOLD,2,1,259,B,1035,3105,NON3,MULT3,97,1035,-3.41550221019956,97,259,-1.416895445499427,109.40729518653416,105.9917929763346,157.39461036163942,155.97771491614,-4.414805087672882,4.415037499278844,0.0002324116059620477,-5.991375737058962
NAMED_6171,6171,53,0,97,49,25,73,147,1,2,2,1,1,1,1,1,1,33,"(3,1)",73,FOLD,2,1,25,B,49,147,NON3,MULT3,73,49,0.5751147147648092,73,25,1.5459683691052932,105.9917929763346,106.5669076910994,155.97771491614,157.52368328524528,-0.41008828330711045,0.4150374992788439,0.004949215971733351,-6.401464020366072
NAMED_6171,6171,54,0,73,37,19,55,111,1,2,2,1,1,1,1,9,9,9,"(3,1)",55,FOLD,2,1,19,B,37,111,NON3,MULT3,55,37,0.5719063478957098,55,19,1.5334322000810747,106.5669076910994,107.13881403899511,157.52368328524528,159.05711548532636,-0.40846484535535765,0.4150374992788439,0.006572653923486113,-6.80992886572143
NAMED_6171,6171,55,0,55,7,29,83,21,3,1,1,3,1,3,7,7,23,55,"(3,1)",83,UP,3,0,7,A,7,21,NON3,MULT3,83,7,3.5676845092893203,83,7,3.5676845092893203,107.13881403899511,110.70649854828443,159.05711548532636,162.62479999461567,0.593679717822265,-0.5849625007211561,0.008717217101109027,-6.216249147899164
NAMED_6171,6171,56,0,83,21,43,125,63,2,1,1,2,2,3,3,3,19,19,"(3,1)",125,UP,3,0,21,A,21,63,NON3,MULT3,125,21,2.5734668618833263,125,21,2.5734668618833263,110.70649854828443,113.27996541016776,162.62479999461567,165.198266856499,0.5907448533151625,-0.5849625007211561,0.005782352594006178,-5.625504294584002
NAMED_6171,6171,57,0,125,63,1,47,189,1,7,3,1,2,1,5,13,29,61,"(3,1)",47,FOLD,2,1,1,B,63,189,NON3,MULT3,47,63,-0.42269107182227916,47,1,5.554588851677638,113.27996541016776,112.85727433834548,165.198266856499,170.75285570817664,-1.4111954329844496,1.415037499278844,0.003842066294394044,-7.036699727568451
NAMED_6171,6171,58,0,47,3,25,71,9,4,1,1,4,2,3,7,15,15,47,"(3,1)",71,UP,3,0,3,A,3,9,NON3,MULT3,71,3,4.564784618783526,71,3,4.564784618783526,112.85727433834548,117.422058957129,170.75285570817664,175.31764032696017,0.5951582678270448,-0.5849625007211561,0.010195767105888364,-6.441541459741407
NAMED_6171,6171,59,0,71,9,37,107,27,3,1,1,3,2,3,7,7,7,7,"(3,1)",107,UP,3,0,9,A,9,27,NON3,MULT3,107,9,3.5715419849588352,107,9,3.5715419849588352,117.422058957129,120.99360094208784,175.31764032696017,178.889182311919,0.5917198668964649,-0.5849625007211561,0.006757366175308802,-5.8498215928449415
NAMED_6171,6171,60,0,107,27,55,161,81,2,1,1,2,2,3,3,11,11,43,"(3,1)",161,UP,3,0,27,A,27,81,NON3,MULT3,161,27,2.5760293759511486,161,27,2.5760293759511486,120.99360094208784,123.56963031803899,178.889182311919,181.46521168787015,0.5894498917134701,-0.5849625007211561,0.004487390992313691,-5.260371701131471
NAMED_6171,6171,61,0,161,81,41,121,243,1,2,2,1,2,1,1,1,1,33,"(3,1)",121,FOLD,2,1,41,B,81,243,NON3,MULT3,121,81,0.5790132343899703,121,41,1.5613112326565108,123.56963031803899,124.14864355242896,181.46521168787015,183.02652292052667,-0.4120536408400226,0.4150374992788439,0.00298385843882141,-5.672425341971493
NAMED_6171,6171,62,0,121,61,31,91,183,1,2,2,1,1,1,1,9,25,57,"(3,1)",91,FOLD,2,1,31,B,61,183,NON3,MULT3,91,61,0.5770573026358097,91,31,1.5535983298118214,124.14864355242896,124.72570085506477,183.02652292052667,184.5801212503385,-0.41106859707589805,0.4150374992788439,0.0039689022029454546,-6.083493939047392
NAMED_6171,6171,63,0,91,23,47,137,69,2,1,1,2,1,3,3,11,27,27,"(3,1)",137,UP,3,0,23,A,23,69,NON3,MULT3,137,23,2.5744701269035133,137,23,2.5744701269035133,124.72570085506477,127.30017098196828,184.5801212503385,187.154591377242,0.5902374427618304,-0.5849625007211561,0.005274942040674248,-5.493256496285561
NAMED_6171,6171,64,0,137,69,35,103,207,1,2,2,1,2,1,1,9,9,9,"(3,1)",103,FOLD,2,1,35,B,69,207,NON3,MULT3,103,69,0.5779760704050494,103,35,1.5572175102382522,127.30017098196828,127.87814705237332,187.154591377242,188.71180888748026,-0.4115315557773085,0.4150374992788439,0.0035059435015356395,-5.9047880520628695
NAMED_6171,6171,65,0,103,13,53,155,39,3,1,1,3,1,3,7,7,7,39,"(3,1)",155,UP,3,0,13,A,13,39,NON3,MULT3,155,13,3.5756846871331454,155,13,3.5756846871331454,127.87814705237332,131.45383173950646,188.71180888748026,192.2874935746134,0.5896238780910192,-0.5849625007211561,0.004661377369863099,-5.3151641739718505
NAMED_6171,6171,66,0,155,39,79,233,117,2,1,1,2,2,3,3,11,27,27,"(3,1)",233,UP,3,0,39,A,39,117,NON3,MULT3,233,39,2.578783925792032,233,39,2.578783925792032,131.45383173950646,134.0326156652985,192.2874935746134,194.86627750040543,0.5880617393800427,-0.5849625007211561,0.00309923865888656,-4.727102434591808
NAMED_6171,6171,67,0,233,117,59,175,351,1,2,2,1,2,1,1,9,9,41,"(3,1)",175,FOLD,2,1,59,B,117,351,NON3,MULT3,175,117,0.5808463922489242,175,59,1.5685680624704874,134.0326156652985,134.61346205754742,194.86627750040543,196.43484556287592,-0.41297503282195147,0.4150374992788439,0.0020624664568923198,-5.14007746741376
NAMED_6171,6171,68,0,175,11,89,263,33,4,1,1,4,1,3,7,15,15,47,"(3,1)",263,UP,3,0,11,A,11,33,NON3,MULT3,263,11,4.579487370655005,263,11,4.579487370655005,134.61346205754742,139.19294942820244,196.43484556287592,201.01433293353094,0.5877078774599735,-0.5849625007211561,0.0027453767388172924,-4.552369589953786
NAMED_6171,6171,69,0,263,33,133,395,99,3,1,1,3,2,3,7,7,7,7,"(3,1)",395,UP,3,0,33,A,33,99,NON3,MULT3,395,33,3.5813147237060123,395,33,3.5813147237060123,139.19294942820244,142.77426415190845,201.01433293353094,204.59564765723695,0.586789853772163,-0.5849625007211561,0.001827353051006809,-3.965579736181623
